path1, path2
139722, 112537
67863, 44804
139177, 85805
11863, 52477
115026, 105593
16071, 19838
13084, 30427
84773, 89216
6682, 122617
114946, 113213
36464, 103821
92307, 40978
112412, 115429
107241, 129476
147178, 126393
102997, 6423
128291, 58324
67610, 102102
90920, 71200
105995, 11492
93773, 106625
107714, 70191
88497, 123144
135818, 29348
88631, 25232
128180, 65964
149835, 144067
139359, 49785
149930, 46976
118862, 10185
32868, 40497
139140, 121243
54614, 61740
93088, 128635
33742, 37458
22237, 133785
134378, 110940
112330, 94032
558, 134311
102937, 27065
119491, 55418
27777, 46292
459, 117113
43069, 28206
118643, 139449
111718, 30343
139547, 3408
31712, 142644
125494, 69070
140246, 42598
63965, 73833
120593, 104472
47608, 36399
67572, 131506
91054, 148848
143220, 108930
142501, 62961
135351, 34613
15676, 79372
148538, 105745
101676, 107903
147938, 120352
6886, 91941
58611, 44594
26388, 9466
70108, 96954
26008, 121541
116331, 5591
2498, 14600
108781, 70674
88535, 128532
30330, 33538
63306, 34927
19609, 9071
57276, 81255
128372, 111413
143513, 30141
123625, 92289
145904, 48877
58407, 129853
113211, 122912
145965, 74318
129787, 58747
66087, 46285
33412, 88924
70914, 21664
13078, 94614
122619, 91613
112435, 145362
49356, 76366
136309, 4060
89064, 64829
83881, 21530
66475, 78698
54713, 141886
116460, 126610
31533, 51913
98186, 33396
112285, 16739
13386, 16719
59169, 49965
132558, 134132
94739, 119718
718, 142959
109008, 32449
140829, 101847
112253, 43336
20241, 138954
121088, 76957
19502, 44856
13605, 149840
8372, 8898
112618, 62070
112917, 84824
102580, 38001
7533, 119287
16195, 82319
47791, 79632
2724, 58519
141556, 118884
68017, 113797
103061, 88751
134921, 127972
104397, 72283
19451, 66766
124368, 134681
45461, 130992
84607, 98726
12595, 109479
42221, 71772
29105, 1712
36101, 25859
142068, 77375
134292, 1059
128857, 73392
82296, 107269
11238, 94879
119351, 24372
47231, 117950
93399, 11553
6190, 62934
95318, 47561
108628, 122183
138662, 41109
54546, 37099
60518, 130832
99088, 81019
65691, 37150
13850, 93776
50287, 138325
67994, 146370
11758, 125477
24480, 33760
11625, 117772
78417, 10232
75929, 126845
53487, 29846
141642, 82593
140586, 86445
137797, 96119
94657, 18673
45996, 64527
34123, 45016
149867, 24478
70369, 26253
56886, 2480
141503, 38382
21126, 66513
129393, 26885
52211, 67708
23299, 74612
37792, 92155
106334, 132982
17111, 45987
115871, 112343
51582, 3607
21453, 25636
43058, 90786
45409, 12025
54722, 132079
74357, 50716
12528, 78975
139438, 103029
130835, 42764
143147, 27361
56447, 80452
58675, 55008
2466, 83664
28518, 130430
36279, 96446
132630, 91996
24004, 86097
133376, 99201
3943, 60665
44833, 97782
73085, 10603
670, 11248
48288, 37239
147436, 9931
98163, 77620
117092, 96717
115442, 91218
78275, 40334
29473, 36591
94838, 125378
47267, 91714
20844, 26990
38640, 97066
119983, 112658
39789, 100951
73960, 32753
52857, 14032
15589, 8446
77939, 49897
95903, 104035
36711, 105487
84276, 30425
107725, 140105
121714, 28477
72572, 19500
72021, 90985
120910, 136498
62453, 63705
75520, 20783
74084, 8242
63451, 137322
79071, 78628
58122, 70145
114519, 55045
9681, 113135
25944, 74764
121221, 123270
104117, 62840
41590, 97188
104468, 17882
51006, 55942
3627, 90578
80801, 116973
127095, 2460
73632, 9957
81570, 50206
108004, 115177
66558, 65898
95311, 107478
61243, 89175
137278, 140882
133109, 4113
108379, 146682
42555, 13453
93186, 122716
23065, 41842
36285, 53001
8851, 35849
104506, 114491
118097, 114908
81830, 17206
140052, 78091
59478, 142047
8506, 6122
26675, 58592
101409, 130974
117042, 21772
17509, 130439
34626, 95470
119405, 97642
8175, 62814
23464, 31654
120796, 2658
142033, 138935
141655, 75512
27193, 124772
59289, 128999
102372, 142000
110448, 46873
66048, 19963
42157, 149929
1604, 23462
62545, 36838
43014, 73805
95682, 27771
114101, 57144
121294, 47783
931, 126283
34476, 86700
123177, 97121
132387, 29739
50445, 133035
107693, 29679
124180, 9028
48202, 51807
125075, 64649
80399, 93125
142073, 22462
108091, 149595
28605, 115384
50696, 136523
110734, 16065
12219, 23599
75151, 102226
122410, 27693
87845, 49634
30361, 26057
39408, 56371
63993, 65655
59110, 3421
4826, 94336
144628, 57091
82076, 43775
24883, 109759
148551, 85365
118192, 50844
99099, 72613
139356, 33366
63570, 103214
130364, 126455
87692, 114794
8739, 78312
72991, 148245
45911, 41264
25672, 81416
39824, 132306
59922, 116087
129038, 98736
149718, 88657
110319, 120686
92399, 136766
57646, 53680
117455, 108688
60157, 65787
95990, 29630
72457, 61388
116923, 73017
38324, 23309
66479, 54927
100722, 12548
33153, 56425
59708, 119957
30420, 115792
1107, 45549
42624, 45471
107634, 41719
35376, 95029
22485, 80946
72145, 108972
104519, 24950
92310, 4692
8944, 118398
125882, 119432
24418, 53308
113046, 11107
122053, 128421
97148, 110102
13835, 104633
91743, 127381
57683, 8848
133144, 88456
67736, 65210
8816, 17025
82125, 124187
98470, 82902
21572, 148567
32716, 73671
80207, 22964
79975, 59884
48423, 149266
95097, 127168
14083, 62017
55662, 63414
48199, 5392
83941, 125235
103496, 126892
104206, 100482
94491, 18523
23025, 35635
112877, 146604
17414, 100306
10690, 46942
82647, 120462
89919, 137424
74805, 9898
71385, 45463
83853, 10363
52103, 76981
7316, 111791
109846, 66131
7508, 146558
119681, 8520
70621, 25202
78333, 118268
78241, 77417
1008, 56835
27651, 88415
140249, 50192
108664, 70779
127747, 40656
70725, 135303
105607, 14776
81787, 88654
131307, 104047
113847, 24391
7446, 106916
75571, 29193
131484, 45741
77414, 137853
133075, 79174
56119, 101313
109328, 133569
43201, 62273
70826, 112138
72392, 132422
104446, 67047
56070, 130865
128111, 34958
27855, 123880
9711, 23791
73856, 140107
51288, 31891
95253, 5321
47463, 81627
15312, 25462
124520, 24735
109380, 5325
80455, 53951
33466, 68661
98154, 124954
4165, 50328
14081, 34132
11746, 111586
49823, 129706
8097, 73321
97517, 2492
13517, 96050
78618, 143996
101263, 100701
50275, 136590
45037, 38862
110614, 144890
5668, 100016
139890, 104165
145229, 148016
100981, 88447
41993, 5961
114772, 120714
31810, 120065
149805, 131793
31349, 85698
102337, 12444
126873, 77378
72097, 56608
125058, 38
130234, 134669
3240, 53840
123817, 111977
48191, 59150
138080, 143293
55101, 131073
103045, 141261
130034, 8905
141334, 124316
59219, 22025
135930, 122175
147916, 114156
10420, 33135
138295, 90768
11609, 53401
1620, 71608
148539, 106124
34779, 100214
34631, 130227
24098, 116520
675, 32329
91510, 137616
124138, 58625
73472, 12385
84045, 56943
59003, 114721
93446, 68355
94992, 79436
43953, 53380
21333, 123032
57061, 40895
104585, 4183
149106, 125876
146947, 116176
142588, 100111
29226, 128235
2310, 127957
88952, 32557
56162, 141725
2644, 56089
70086, 7624
60497, 25474
63228, 138837
27228, 14750
118691, 116851
22222, 116346
106386, 122442
24490, 47413
124340, 23713
145797, 10254
72319, 101598
66691, 121045
41377, 56823
44063, 39074
52693, 106058
49933, 25306
11122, 111812
75106, 125603
130623, 25093
113443, 58509
137469, 88359
149067, 97069
14282, 115715
14365, 30557
56575, 9324
65454, 78574
57115, 102380
56601, 59133
61831, 133290
133426, 124240
88292, 123153
86778, 104624
32256, 145848
10618, 132007
95557, 13107
66185, 140998
122484, 83680
48575, 112802
136266, 144638
2274, 56564
75886, 49874
84935, 59432
104606, 27086
37199, 57603
100440, 10753
123195, 22408
4027, 28688
27265, 83153
57690, 137332
92746, 63380
52388, 117816
127624, 142479
28582, 139975
49888, 115365
24807, 62014
65348, 66151
73102, 119044
79307, 50225
143629, 2
118022, 121733
130005, 41258
33060, 58234
94821, 94187
57502, 71742
146907, 108521
29581, 20076
41722, 26096
48963, 133845
15055, 129869
9701, 13380
56169, 55265
3665, 116849
88276, 47643
61974, 90925
39636, 74421
67282, 28929
111818, 68145
117364, 44799
57756, 122534
29843, 18817
111010, 55015
145376, 133264
65087, 104591
20271, 55000
81571, 11465
139120, 69355
26111, 75693
71393, 83760
6952, 112770
32382, 24401
72154, 120158
128492, 9259
22423, 84999
102269, 148673
72374, 16996
95562, 116373
12603, 136787
93051, 38407
36639, 18919
117710, 2887
117616, 140281
45763, 136346
84435, 90615
15869, 11764
49206, 96365
23126, 93650
82731, 97753
112589, 115202
7585, 40259
56838, 43592
129863, 59871
8030, 43335
59564, 74889
1398, 49995
18928, 109066
103139, 133054
108755, 100744
69856, 132948
113851, 69564
35306, 26275
85188, 28758
124302, 98832
56944, 120189
84355, 47238
14072, 7880
124783, 79719
131968, 19998
108212, 145307
43614, 76639
49276, 17783
115300, 7774
88905, 58709
125854, 91367
141093, 86888
1243, 55929
120849, 60215
2744, 14744
45704, 144969
143194, 115981
24795, 31215
79842, 34035
87108, 122036
141328, 27697
145876, 74514
4255, 92957
115357, 27966
127060, 78672
91115, 73138
46759, 7712
63323, 137847
8235, 127860
116096, 32780
115717, 37132
50988, 82927
20745, 89970
103327, 17927
64955, 119090
1630, 11953
16096, 34982
11856, 107635
31856, 56055
123522, 37467
40175, 12709
92782, 140103
35390, 31302
106252, 66366
37375, 57218
7225, 36052
133981, 64183
104993, 66357
24026, 79778
38499, 14636
96618, 3336
142066, 49370
80458, 25861
14658, 112202
135831, 83127
59626, 56047
8327, 34182
16377, 79630
39222, 140656
102075, 40761
60310, 82957
141037, 16435
72096, 5599
88293, 54905
13586, 113107
50047, 9027
76708, 130651
135102, 36563
9489, 32820
57795, 67719
23613, 98730
35371, 90057
22569, 78822
147135, 60741
54773, 129935
94303, 66488
68623, 95342
58121, 6182
64998, 85425
68342, 50724
19635, 82288
55521, 120467
14740, 27543
92651, 35973
31837, 21499
77586, 142188
111269, 63992
113498, 51444
93420, 149267
61665, 10048
135124, 26985
46169, 130399
85557, 144325
44674, 47988
56696, 145555
62331, 45385
51281, 5440
51941, 28918
64616, 47428
88030, 13266
66187, 84852
118354, 31039
140008, 1768
39932, 115831
142947, 130454
58393, 54119
62082, 5245
34380, 70443
145979, 22006
79988, 36786
6395, 48579
29032, 142125
107107, 94009
106298, 134475
28950, 35765
149231, 142885
14523, 128910
109539, 112095
71615, 15064
94110, 146429
140024, 31577
111277, 106696
141774, 5931
1292, 105811
40822, 102338
84906, 2376
125493, 54575
57094, 71648
58155, 89598
12667, 88655
46761, 141189
130045, 142717
38323, 116424
88817, 72580
67894, 95181
99663, 48649
24068, 113157
81034, 80352
113959, 139462
51986, 34212
95184, 7435
121602, 64377
66272, 106208
6323, 120408
87117, 72625
54252, 42055
23009, 36332
21805, 8157
99429, 30295
4509, 141963
65203, 3527
63461, 138055
84116, 29794
69036, 6800
8186, 69182
136776, 129459
133967, 12465
17056, 9491
110231, 134596
101607, 38733
19245, 130053
89234, 7656
7490, 99813
109600, 22951
107687, 40991
104869, 130514
72217, 12415
92965, 40679
72648, 13538
16755, 38330
27271, 135065
25741, 55402
126517, 142760
136889, 138968
34207, 143426
94125, 94863
69004, 149151
16917, 110355
134316, 25422
18316, 117676
7344, 10471
14902, 144456
21686, 102975
89253, 133215
52714, 16023
139551, 17942
148368, 3052
87040, 5850
38449, 29644
148624, 5230
119117, 52290
13240, 149506
146764, 148580
66292, 89622
143730, 28782
34650, 58936
108141, 6151
64500, 42036
37510, 17028
83040, 120779
65209, 2079
71177, 143762
18992, 127666
119093, 121109
103672, 23938
13308, 59753
134405, 100520
3248, 87669
138187, 92761
34517, 12655
61772, 38434
7564, 143744
149723, 21504
85686, 78652
119131, 29238
23909, 96707
71842, 6019
129408, 22019
130851, 97695
27246, 23408
24295, 1335
135431, 27385
22253, 125169
110142, 99314
117082, 116946
72100, 55191
754, 8482
10115, 45693
88890, 144800
23118, 32028
13096, 15727
2351, 16556
47195, 120692
9665, 40749
149086, 4563
117193, 111256
144474, 31279
72512, 92975
145508, 78772
131889, 28665
8933, 41094
35677, 72624
62321, 10336
19170, 120824
49200, 31197
47943, 20631
41519, 38650
101169, 44273
143176, 110952
77750, 146548
41489, 35035
74046, 80150
42173, 23506
107173, 137181
101114, 28764
94539, 123520
142795, 139912
116129, 75344
23471, 136321
2923, 113789
88531, 584
22097, 38079
29681, 46208
106634, 37499
29043, 133705
31243, 77227
103392, 92952
94977, 76188
14871, 78676
137316, 118926
38484, 126766
128078, 89799
21564, 16327
134825, 97242
82363, 115307
141628, 106728
11879, 33387
121353, 5445
113448, 28639
41425, 117158
133763, 101191
118060, 100651
67745, 101455
61677, 87561
83156, 18540
27534, 83
48428, 116130
102735, 26317
30919, 143352
105791, 138940
62900, 91380
70261, 43502
37087, 11855
146482, 86803
50957, 146061
137198, 99588
143532, 6673
4709, 30237
18436, 148084
101113, 29310
130661, 29097
124999, 135410
52931, 48241
26947, 78604
9376, 104692
80191, 136171
2974, 15232
89366, 90142
114428, 27459
13280, 100252
108192, 114218
130269, 123601
113079, 91107
22953, 134803
54628, 9467
110898, 70280
7628, 126651
141468, 25904
112766, 99130
146954, 112452
122731, 121151
142847, 31582
65284, 12976
65665, 86432
100858, 389
31280, 70176
140570, 9039
18564, 69201
138077, 130165
119911, 145009
1636, 30946
78149, 103330
66990, 128931
109234, 98961
40162, 148621
128422, 15118
124443, 125623
110656, 9233
35118, 38568
83168, 88767
105608, 64111
84765, 128386
91348, 94350
132561, 70863
49458, 116562
104743, 112329
88821, 41001
87226, 123119
118621, 90983
435, 117960
100139, 120286
87732, 48634
66913, 58514
52740, 118600
76242, 80409
49800, 91002
80387, 142594
14604, 108995
100578, 72395
118176, 121928
39663, 9987
15416, 24572
43162, 51908
114103, 1437
14171, 147249
22113, 140868
2430, 58650
71477, 95850
87799, 128039
103191, 125465
94262, 74324
37449, 97794
38131, 79686
99618, 4424
141216, 1158
109847, 38315
82387, 48994
83188, 81054
123544, 128612
136152, 82946
49890, 5345
114399, 114243
15205, 110217
61379, 76287
113554, 6630
107252, 45484
125640, 65945
25644, 23278
99884, 38570
59104, 111945
112260, 64957
28125, 35304
56140, 34812
89502, 61466
62271, 30462
149095, 80242
108661, 40255
1128, 26027
101417, 101056
19253, 51341
60422, 51642
82575, 145143
67825, 13859
8012, 130519
38270, 28928
118851, 65678
144431, 22917
127024, 45553
20362, 118817
141813, 77482
106350, 127177
97299, 124499
16930, 12661
72466, 79565
139594, 10515
36690, 102755
7346, 130973
87463, 73937
69768, 31088
64991, 44401
10856, 112407
116205, 35807
54282, 97733
99951, 57667
134194, 58546
35234, 119007
74897, 121722
131363, 25298
137407, 89924
136213, 103112
83763, 44429
3914, 42615
5906, 43423
89355, 137266
146869, 88076
87945, 94143
48296, 123644
22948, 95064
136981, 65495
37418, 58359
108714, 95429
73236, 127723
65287, 98695
69191, 127520
41539, 22972
51695, 4807
92457, 44295
125168, 83929
76728, 67805
34114, 5540
82197, 123651
59408, 80708
47338, 76341
145306, 77898
118171, 62241
8794, 95854
132506, 81607
135322, 45881
13237, 13163
53081, 61820
81133, 121828
89669, 130343
8910, 21105
2899, 98207
57632, 38652
31075, 80303
15424, 108719
63299, 64680
79531, 20133
27857, 67536
83685, 62854
114480, 79115
40136, 61777
17856, 77366
142643, 643
27448, 74212
40381, 141352
30402, 62481
78465, 31430
84958, 101400
106030, 3944
133979, 22268
27132, 37012
89076, 85169
133699, 103501
68297, 102275
111573, 27231
122385, 60202
144262, 80820
98416, 49308
27887, 58358
54266, 70205
44473, 132351
66933, 14143
22228, 34087
127420, 129641
73814, 145440
52264, 109853
139952, 136283
87147, 53078
61478, 9287
12208, 146147
25144, 37733
104710, 9410
23276, 76498
119849, 32811
45667, 80560
32021, 139107
21862, 119463
66058, 56660
23279, 8736
51985, 26303
21449, 75873
73542, 128156
98613, 56361
90661, 74002
134515, 118036
69398, 83270
98291, 144333
7844, 21926
45968, 130741
23135, 36912
134415, 134041
85382, 66907
70904, 51218
8575, 140911
1173, 133015
6168, 6074
2476, 95307
99269, 19008
82116, 35244
40675, 28042
121340, 132495
82023, 122839
115894, 25872
48887, 102616
21343, 119151
73267, 109718
23675, 105423
24225, 43793
114311, 86247
71361, 100773
39640, 84100
541, 43825
149017, 81895
103571, 120384
82918, 102381
60197, 68415
118630, 622
112324, 97407
91094, 1849
33178, 105896
93873, 109552
145241, 25388
102383, 8311
118889, 50906
123585, 16342
61128, 108471
19411, 83981
53373, 16842
136083, 14589
90370, 79402
113350, 72102
79754, 129301
45172, 12158
92640, 113457
126787, 140819
124674, 22625
34290, 66256
79075, 149684
42522, 78580
110854, 13103
134450, 28965
15893, 60472
30320, 118056
60901, 133753
6929, 117672
69395, 18961
11309, 39445
21169, 90904
91160, 105706
107126, 92739
113529, 59724
19787, 77871
79048, 7148
147352, 43601
3233, 102042
132480, 109478
42016, 8689
5861, 95200
96248, 7784
134787, 140382
115540, 51527
65197, 8763
100082, 87546
133602, 47352
122198, 146812
53470, 94846
128608, 116747
36727, 6617
95801, 26462
30828, 95384
93661, 29749
42838, 34704
1488, 41216
52717, 43898
67368, 7985
65884, 51023
70851, 42814
125249, 129006
85615, 114572
135446, 83689
103907, 86112
121624, 130804
98941, 122734
121153, 117389
100827, 105254
134975, 147690
95965, 17080
35609, 137197
78270, 91875
41374, 57219
144258, 126219
147591, 62850
134109, 123039
143919, 16880
16472, 25168
143236, 71762
88697, 70534
56898, 71270
127222, 96837
79261, 6264
112530, 15569
86624, 23377
23817, 119084
127366, 37752
63598, 92526
64104, 52323
57819, 86370
148703, 12118
87498, 138518
57634, 123023
113744, 2809
7457, 30511
99155, 4347
3468, 52391
109710, 97521
81979, 81965
108710, 61874
98822, 60414
141975, 133564
69229, 107295
63251, 109385
89722, 87213
83735, 63004
4481, 120584
42909, 140896
51703, 78818
57064, 142075
98544, 100769
133105, 56484
16676, 98204
71428, 146668
12744, 42975
124198, 127258
101160, 88304
146759, 39050
8060, 99965
51102, 73968
76184, 110015
14481, 78977
46294, 111319
118278, 139853
51816, 26919
112808, 102427
66189, 149629
107221, 35143
111081, 95700
62551, 60605
47166, 114856
3214, 70808
78306, 84979
68964, 140966
1045, 129361
25539, 10528
79416, 65065
3319, 110605
13598, 65775
30258, 141068
123772, 35864
56219, 62089
15131, 11442
80497, 33143
65183, 95034
84662, 117808
144408, 5899
130436, 139186
98215, 44476
123474, 86811
136211, 115015
1005, 34564
73654, 84973
103006, 63026
148501, 82024
116774, 84624
14730, 78261
7404, 46921
26638, 98402
144938, 133752
25980, 91445
83094, 112107
66445, 141553
25179, 16785
143829, 131119
129096, 43698
5766, 50476
39381, 136012
114328, 90859
120671, 81976
144307, 133425
31438, 61453
68284, 7890
35580, 56481
30083, 18434
36770, 48078
144966, 119522
80419, 135894
34638, 18660
31386, 39304
25917, 25711
36717, 50307
68327, 4618
135863, 96748
94727, 104240
109937, 130646
136860, 129482
1544, 99797
126537, 135582
9696, 130145
99365, 91018
116775, 40884
18968, 95785
55716, 54932
14118, 122163
102385, 13955
75593, 100213
110500, 123064
125988, 36160
50664, 105046
68731, 37949
116692, 106095
73579, 128988
23551, 140730
120523, 25705
139738, 141934
40748, 48712
137922, 12933
21089, 95016
118774, 51731
39483, 29655
11132, 102246
56024, 119121
144981, 10237
129102, 117565
122780, 87623
85855, 126013
146386, 22857
133453, 17357
113648, 27582
115634, 114024
82561, 134897
40080, 92505
98517, 30596
102113, 4513
17089, 76437
47534, 108611
88959, 44297
72426, 116558
15229, 58306
4956, 112179
81939, 61147
109534, 80020
3287, 31971
55353, 46504
64168, 141267
39509, 131854
10340, 20317
148923, 21986
38311, 49929
92270, 53376
11358, 143886
96488, 40290
148129, 9364
62461, 79637
133995, 84625
86067, 139844
57811, 42257
72275, 131037
131932, 41534
8590, 82657
133895, 96973
88024, 57269
107206, 74298
81958, 108397
56915, 114812
112485, 119586
69524, 80176
74190, 141625
69726, 105672
79505, 107274
101543, 140634
13121, 134775
48591, 76381
39181, 145736
74260, 126767
126521, 143685
138951, 123234
39319, 35509
60209, 44194
101351, 81142
89126, 82209
58449, 31586
144444, 90521
63995, 31300
73949, 148954
111963, 142704
61216, 2651
97395, 28359
105730, 37770
17564, 112813
76161, 109287
75581, 9755
30530, 61026
144950, 108536
141961, 61188
43199, 19016
30228, 148451
135127, 21979
106428, 59180
109387, 42049
56257, 55707
113581, 48719
69178, 55289
35309, 27188
140924, 38306
96569, 79994
67743, 44830
86875, 89080
102503, 11306
9765, 127488
91379, 131605
16920, 63161
25978, 80119
130032, 97738
132922, 37010
108137, 115024
71461, 117814
77736, 618
144050, 45494
11848, 39628
52832, 51880
129300, 140484
26640, 28549
73873, 134310
79563, 44481
6224, 2481
45758, 136985
19529, 110832
12244, 29072
109096, 76955
141179, 69915
11316, 146150
44081, 95723
15185, 115144
50158, 107946
8171, 31061
41207, 22718
105021, 107698
10945, 117817
120558, 127416
136390, 66149
136896, 135429
22824, 130662
55864, 27510
40785, 82548
2764, 141542
48049, 117587
16630, 17731
141882, 144477
93280, 80603
43678, 46529
33131, 83918
144509, 74554
97895, 84107
53901, 114488
47950, 18037
9251, 89846
35724, 53036
83589, 40965
122313, 37124
89352, 85331
64983, 23105
115250, 26970
15395, 64021
105729, 143493
10359, 85496
69163, 70002
144191, 110511
92819, 120103
98437, 98669
74169, 117898
61172, 131346
94396, 54838
145337, 108143
84936, 118326
84204, 68442
141138, 143001
143581, 125874
104467, 65699
57340, 6751
119201, 132451
56009, 55503
47555, 100357
127398, 146152
128255, 72340
78126, 48416
42709, 116567
47349, 74428
66455, 32776
149667, 105318
55508, 96523
118063, 106069
106349, 141287
96814, 59372
113438, 16495
122556, 37129
105478, 49133
61383, 39370
51454, 16664
48130, 15152
87994, 144141
92699, 6843
98552, 30502
137346, 16004
143765, 79655
106731, 147216
40171, 65931
119441, 2324
31529, 49124
61922, 16584
116513, 137070
129839, 96968
82001, 52922
65639, 148247
27059, 77370
106866, 132299
146859, 110272
68267, 90579
7322, 600
141515, 118795
73733, 89136
1746, 122114
46128, 99280
15981, 6566
138129, 124808
12004, 116141
72990, 46114
36801, 116596
124915, 18002
17415, 139495
32922, 60370
3344, 97759
136534, 90029
22729, 43427
107142, 9999
75101, 115498
144696, 84535
129170, 149992
92318, 86761
127084, 107880
134920, 37008
129044, 13697
74390, 72792
56715, 144656
18458, 93798
23600, 4933
28339, 34065
22451, 93978
141702, 8732
134988, 128285
103156, 41371
65615, 44796
21742, 79466
117312, 6211
112585, 20377
59829, 95827
33808, 112130
107059, 63279
61218, 31041
65200, 102499
134338, 119760
39478, 84507
10782, 84891
121610, 25129
24500, 71154
127169, 28589
114927, 137114
17661, 131227
102717, 24578
52444, 75398
16626, 137465
135080, 11473
33277, 143226
43507, 103885
16105, 84283
37552, 37066
124189, 137786
87214, 123413
19396, 32278
14853, 128475
50895, 98600
90065, 122687
130350, 99055
119630, 36765
16205, 50733
74648, 55998
149051, 113253
67857, 58209
47605, 111574
4268, 127238
119865, 53833
79247, 103685
9692, 108329
131590, 34021
92204, 50726
60749, 91437
45326, 101611
12657, 110321
145366, 2509
76610, 52973
119574, 76783
51266, 84549
63944, 142679
102712, 73060
76394, 103629
67921, 48487
43048, 76216
131728, 14116
19005, 139446
96413, 4711
81422, 33438
72267, 67912
136412, 64739
24, 114972
123787, 99470
86806, 121666
16035, 77860
137827, 109243
116667, 136159
49143, 46664
113173, 10013
2638, 56921
61285, 86040
120387, 47703
79613, 8078
121862, 143402
83202, 64116
37469, 34659
106306, 6459
95231, 11818
121163, 127668
134641, 133777
68370, 101431
92919, 90277
40735, 91696
63099, 106563
69720, 108032
85306, 119641
30591, 65111
24620, 81281
135235, 102710
96640, 148076
46534, 9162
118009, 116597
81712, 100615
82174, 88643
75983, 85854
94184, 51155
856, 71824
124551, 38256
111218, 92527
27024, 143729
46245, 134241
139231, 11096
16811, 4054
118554, 62696
7962, 12508
35219, 16288
69022, 135433
95853, 71908
135297, 72235
145195, 117448
143756, 85217
149778, 84300
111967, 108475
45248, 22108
100570, 132717
59530, 17261
71589, 71342
23725, 139146
128119, 40277
92862, 18130
139036, 142890
115341, 26745
42998, 113886
5033, 64298
91558, 85722
144281, 30515
122291, 135380
88120, 122488
117162, 121867
25158, 112823
138205, 48100
78450, 115611
71353, 118831
86188, 68126
22076, 149771
15843, 33553
144221, 101171
49511, 87072
130056, 134793
76904, 98110
95983, 79972
11138, 121180
139677, 34483
8271, 125072
70404, 18831
50977, 137152
25207, 58805
134801, 139314
53385, 88954
32936, 59319
108639, 52640
145811, 149524
5028, 32059
87367, 131281
4073, 59739
142615, 54536
21232, 35762
8656, 80077
19885, 25104
77383, 82443
135992, 25612
86509, 106316
71087, 35144
80563, 46833
139333, 138969
58400, 96807
80474, 94530
128810, 35564
78617, 149773
63253, 149651
9526, 103414
112249, 95150
103805, 84185
113154, 4621
148761, 18335
92287, 128590
121506, 111365
55382, 135475
91822, 66667
139289, 148259
30858, 81595
121787, 45884
103517, 29355
111082, 61597
97067, 136495
92096, 40537
80703, 9501
123797, 33725
119207, 5711
123320, 113493
88779, 53841
52629, 87089
64700, 102190
106914, 124877
70631, 112175
3224, 72061
145902, 120485
98662, 36964
108447, 26874
75600, 51665
129266, 97090
135166, 12828
47143, 128555
116749, 126399
54182, 78844
22024, 69051
148528, 115311
65652, 46344
86593, 26670
99502, 10523
74246, 119374
72381, 17301
26458, 10728
14291, 30514
85375, 36542
94438, 51564
122438, 71504
120314, 77253
19571, 93679
135029, 60159
85561, 81885
136866, 87693
81329, 141895
44322, 35678
12148, 59669
136129, 63466
23975, 14069
114233, 1364
45715, 127391
123884, 120235
79132, 28316
27376, 95565
143806, 4562
93146, 64969
105015, 99458
32250, 74745
115149, 22909
81338, 32948
121204, 97630
46925, 8390
49748, 104632
45244, 40945
99633, 87742
930, 35358
105071, 53462
104460, 139686
7177, 27513
43575, 21953
79962, 42947
137926, 54933
137854, 144840
71605, 136684
12899, 139267
109705, 17230
12325, 69157
10720, 108881
136414, 114235
96148, 42313
73434, 12269
126075, 73862
61558, 94813
124833, 20824
87754, 22657
44255, 57890
127349, 5166
88043, 48317
17370, 34332
113718, 143066
72797, 133931
142652, 110788
145603, 30286
31371, 16382
98171, 123346
91498, 126834
15771, 38748
85985, 76495
146684, 82025
94062, 146613
121771, 41501
23296, 110456
61512, 105586
126936, 20711
78155, 118258
26532, 78449
120253, 42748
78118, 115057
134869, 145429
118295, 16299
22182, 77271
74215, 109491
94101, 96189
121005, 53657
75437, 89926
51223, 147281
60124, 77646
112450, 64023
23968, 80850
40328, 91489
106182, 134772
76596, 147460
114476, 16637
117330, 84074
24915, 107208
143683, 56894
38467, 123727
54032, 67689
107758, 45440
13427, 26758
37071, 118020
101690, 102294
68537, 75040
45036, 2583
78115, 5975
99454, 54249
92136, 28916
90425, 17224
120821, 59604
97940, 71445
29048, 119883
14023, 2814
103539, 18740
23100, 109533
123182, 112444
41639, 128329
107037, 104358
85385, 69122
133038, 78586
127145, 101415
114787, 145891
52198, 31792
66341, 36421
140687, 117089
139131, 76795
102112, 149353
123676, 60608
132234, 128303
73109, 20187
83987, 60686
109504, 79656
87279, 65647
114339, 60208
58478, 4267
129865, 12685
67397, 110223
114838, 146534
118533, 69684
52593, 109542
53669, 18960
84533, 30068
22401, 85578
1210, 147325
90967, 144136
147259, 64996
108598, 67273
101001, 20860
13165, 73774
80663, 116363
128642, 113748
24801, 142425
141103, 105577
73038, 111607
25576, 82379
100088, 31851
44091, 79966
113506, 22861
49181, 81227
77805, 69128
114960, 61339
27804, 86411
70402, 111591
69042, 4536
95863, 95452
5123, 66199
79611, 30296
144788, 85512
16980, 147334
91817, 127588
62196, 14849
124826, 52657
2458, 45420
18859, 33293
124571, 65483
70492, 34986
146436, 49871
37602, 15795
28264, 142064
45457, 72555
67363, 1462
68596, 103542
137315, 63127
141541, 26179
113573, 99448
35956, 59699
101454, 26666
146263, 21079
47956, 25220
93340, 46229
40746, 70804
